ID,Package Label,Distru Product,Status,Metrc Status,Assembling Quantity,Available Quantity,Quantity,Unit Type,Unit Cost (Actual),Unit Cost (Default),Total Cost (Actual),Total Cost (Default),License Number,Location,Metrc Location,Lab Testing State,Lab Testing Updated Date,Is Test Sample,Is Trade Sample,THC %,THC mg/g,THC mg/mL,Total THC %,Total THC mg/g,Total THC mg/mL,CBD %,CBD mg/g,CBD mg/mL,Total CBD %,Total CBD mg/g,Total CBD mg/mL,Metrc Production Batch Number,Distru Batch Number,Description,Category,Subcategory,Created in Distru At (UTC),Packaged Date,Lot Number,Package Date,Production Strain,I/H/S/LO,Total THC mg - .5g Concentrate,Total THC mg - 1g Concentrate,Total THC mg/unit,Total THC mg/2 pack,Total THC mg/4 Pack,Total THC mg/10 Pack,Total THC mg/Package,Total THC mg/g,Protab/Hashtab,Production Flavor,Trim Strain,3rd Party Batch Number,Total THC mg/100 Pack,Total THC mg/50 Pack,STRAIN,Expiration Date,Harvest Batch,Bins,Metrc Item,Harvest Date
22694363,1A4040300002329000047958,SRENE - 3.5 grams - Jar - DayStripper,active,active,0,87.5,87.5,g,0.09,0.11,8.01,9.81,17334914845519714402,Inventory - Cultivation,Inventory - Cultivation,TestPassed,2026-02-10,No,No,0.606,6.06,,27.528,275.28,,0,0,,0,0,,,260108-H234.5_Daystripper Lot 2,,Marijuana Flowers/Buds-Packaged,3.5g Jar,2026-02-18 17:50:04.571424Z,2026-02-18,,02/18/2026,,,,,,,,,,,,,,,,,,,,,SRENE - 3.5 grams - Jar - DayStripper,2026-01-08
22511791,1A4040300002329000047742,SRENE - 3.5 grams - Jar - Zero Gravity,active,active,0,87.5,87.5,g,0.12,0.12,10.14,10.21,17334914845519714402,Inventory - Cultivation,Inventory - Cultivation,TestPassed,2026-02-09,No,No,0.51,5.1,,30.3227,303.227,,0,0,,0,0,,,251229-H233.4_Zero Gravity Lot 1,,Marijuana Flowers/Buds-Packaged,3.5g Jar,2026-02-11 16:38:28.210922Z,2026-02-11,,02/11/2026,,,,,,,,,,,,,,,,,,,,,SRENE - 3.5 grams - Jar - Zero Gravity,2025-12-29
22511792,1A4040300002329000047743,SRENE - 3.5 grams - Jar - Zero Gravity,active,active,0,87.5,87.5,g,0.12,0.12,10.14,10.21,17334914845519714402,Inventory - Cultivation,Inventory - Cultivation,TestPassed,2026-02-09,No,No,0.51,5.1,,30.3227,303.227,,0,0,,0,0,,,251229-H233.4_Zero Gravity Lot 1,,Marijuana Flowers/Buds-Packaged,3.5g Jar,2026-02-11 16:38:28.210922Z,2026-02-11,,02/11/2026,,,,,,,,,,,,,,,,,,,,,SRENE - 3.5 grams - Jar - Zero Gravity,2025-12-29
22377651,1A4040300002329000047409,SRENE - 3.5 grams - Jar - Rose Sorbet,active,active,0,87.5,87.5,g,0.14,0.12,12.41,10.21,17334914845519714402,Inventory - Cultivation,Inventory - Cultivation,TestPassed,2026-01-30,No,No,0.408,4.08,,23.5389,235.389,,0,0,,0.0386,0.386,,,251229-H233.4_Rosé Sorbet Lot 1,,Marijuana Flowers/Buds-Packaged,3.5g Jar,2026-02-05 21:15:01.142243Z,2026-02-05,,02/03/2026,,,,,,,,,,,,,,,,,,,,,SRENE - 3.5 grams - Jar - Rose Sorbet,2025-12-29
22511796,1A4040300002329000047747,SRENE - 3.5 grams - Jar - Zero Gravity,active,active,0,87.5,87.5,g,0.12,0.12,10.14,10.21,17334914845519714402,Inventory - Cultivation,Inventory - Cultivation,TestPassed,2026-02-09,No,No,0.51,5.1,,30.3227,303.227,,0,0,,0,0,,,251229-H233.4_Zero Gravity Lot 1,,Marijuana Flowers/Buds-Packaged,3.5g Jar,2026-02-11 16:38:28.210922Z,2026-02-11,,02/11/2026,,,,,,,,,,,,,,,,,,,,,SRENE - 3.5 grams - Jar - Zero Gravity,2025-12-29
22377953,1A4040300002329000047432,SRENE - 3.5 grams - Jar - Sin City Funk,active,active,0,87.5,87.5,g,0.14,0.12,12.41,10.21,17334914845519714402,Inventory - Cultivation,Inventory - Cultivation,TestPassed,2026-01-22,No,No,0.708,7.08,,29.4482,294.482,,0,0,,0.0588,0.588,,,251208-H231.2_Sin City Funk Lot 2,,Marijuana Flowers/Buds-Packaged,3.5g Jar,2026-02-05 21:18:32.028830Z,2026-02-05,,01/28/2026,,,,,,,,,,,,,,,,,,,,,SRENE - 3.5 grams - Jar - Sin City Funk,2025-12-08
22377955,1A4040300002329000047434,SRENE - 3.5 grams - Jar - Sin City Funk,active,active,0,87.5,87.5,g,0.14,0.12,12.41,10.21,17334914845519714402,Inventory - Cultivation,Inventory - Cultivation,TestPassed,2026-01-22,No,No,0.708,7.08,,29.4482,294.482,,0,0,,0.0588,0.588,,,251208-H231.2_Sin City Funk Lot 2,,Marijuana Flowers/Buds-Packaged,3.5g Jar,2026-02-05 21:18:32.028830Z,2026-02-05,,01/28/2026,,,,,,,,,,,,,,,,,,,,,SRENE - 3.5 grams - Jar - Sin City Funk,2025-12-08
22574805,1A4040300002329000047188,SRENE - 3.5 grams - Jar - Lemon Rope,active,active,0,87.5,87.5,g,0.09,0.11,8.01,9.81,17334914845519714402,Inventory - Cultivation,Inventory - Cultivation,TestPassed,2026-02-12,No,No,0.668,6.68,,29.3213,293.213,,0,0,,0.0868,0.868,,,260108-H234.5_Lemon Rope Lot 2,,Marijuana Flowers/Buds-Packaged,3.5g Jar,2026-02-13 14:15:26.745884Z,2026-02-13,,02/12/2026,,,,,,,,,,,,,,,,,,,,,SRENE - 3.5 grams - Jar - Lemon Rope,2026-01-08
22155941,1A404030000232A000067643,SRENE - 1g Cart - Hella Jelly,active,active,0,50,50,ea,1.06,2.24,52.78,112.16,08542800532746610043,Inventory - Production,Inventory - Production,TestPassed,2026-01-05,No,No,83.59,835.9,,83.59,835.9,,0,0,,0,0,,,P-7.247,,Non-Solvent Based Concentrate (Each),1g Cart,2026-01-28 21:50:21.367335Z,2026-01-28,,,Hella Jelly,Hybrid,,,,,,,,,,,,,,,,,,,SRENE - 1g Cart - Hella Jelly,2025-06-17
21746045,1A404030000232A000063166,SRENE - 1g Cart - Chem NV,active,active,0,50,50,ea,1.06,2.24,52.78,112.16,08542800532746610043,Inventory - Production,Inventory - Production,TestPassed,2025-12-29,No,No,83.99,839.9,,84.27,842.7,,0,0,,0,0,,,P-7.145,,Non-Solvent Based Concentrate (Each),1g Cart,2026-01-13 17:40:26.330969Z,2026-01-13,,,Chem NV,Sativa,,,,,,,,,,,,,,,,,,,SRENE - 1g Cart - Chem NV,2025-06-17
5965098,1A4040300002329000017308,Seeds - DayStripper x Horace,active,active,0,10,10,ea,,,,,17334914845519714402,Cure Vault #1,Cure Vault #1,TestPassed,2023-06-21,No,No,0.64,6.4,,25.58,255.8,,0,0,,0.07,0.7,,,,,Seeds,Seeds,2023-06-28 15:50:42.889334Z,2023-06-15,,,,,,,,,,,,,,,,,,,,,,,Seeds - DayStripper x Horace,2023-05-27
22377956,1A4040300002329000047435,SRENE - 3.5 grams - Jar - Sin City Funk,active,active,0,87.5,87.5,g,0.14,0.12,12.41,10.21,17334914845519714402,Inventory - Cultivation,Inventory - Cultivation,TestPassed,2026-01-22,No,No,0.708,7.08,,29.4482,294.482,,0,0,,0.0588,0.588,,,251208-H231.2_Sin City Funk Lot 2,,Marijuana Flowers/Buds-Packaged,3.5g Jar,2026-02-05 21:18:32.028830Z,2026-02-05,,01/28/2026,,,,,,,,,,,,,,,,,,,,,SRENE - 3.5 grams - Jar - Sin City Funk,2025-12-08
22726326,1A4040300002329000048049,Vybz - 1g - Pre-roll - O.B.X,active,active,0,50,50,ea,0.16,0.16,8.00,8.00,17334914845519714402,Inventory - Cultivation,Inventory - Cultivation,TestPassed,2026-02-09,No,No,0.729,7.29,,19.2311,192.311,,0,0,,0.0737,0.737,,,251229-H233.4_O.B.X. Lot 5,,Pre-rolled cigs/joints,1g Pre-Roll,2026-02-19 16:10:28.544287Z,2026-02-19,,02/19/2026,,,,,,,,,,,,,,,,,,,,,Vybz - 1g - Pre-roll - O.B.X,2025-12-29
22726335,1A4040300002329000048058,Vybz - 1g - Pre-roll - O.B.X,active,active,0,50,50,ea,0.16,0.16,8.00,8.00,17334914845519714402,Inventory - Cultivation,Inventory - Cultivation,TestPassed,2026-02-09,No,No,0.729,7.29,,19.2311,192.311,,0,0,,0.0737,0.737,,,251229-H233.4_O.B.X. Lot 5,,Pre-rolled cigs/joints,1g Pre-Roll,2026-02-19 16:10:28.544287Z,2026-02-19,,02/19/2026,,,,,,,,,,,,,,,,,,,,,Vybz - 1g - Pre-roll - O.B.X,2025-12-29
22215689,1A4040300002329000038684,SRENE - 3.5 grams - Jar - Sin City Funk,active,active,0,3.5,3.5,g,0.14,0.12,0.49,0.41,17334914845519714402,Inventory - Cultivation,Inventory - Cultivation,TestPassed,2026-01-22,No,No,0.637,6.37,,32.2607,322.607,,0,0,,0.0684,0.684,,,251208-H231.2_Sin City Funk Lot 3,,Marijuana Flowers/Buds-Packaged,3.5g Jar,2026-01-30 19:44:11.896582Z,2026-01-30,,01/30/2026,,,,,,,,,,,,,,,,,,,,,SRENE - 3.5 grams - Jar - Sin City Funk,2025-12-08
22574814,1A4040300002329000047197,SRENE - 3.5 grams - Jar - Lemon Rope,active,active,0,87.5,87.5,g,0.09,0.11,8.01,9.81,17334914845519714402,Inventory - Cultivation,Inventory - Cultivation,TestPassed,2026-02-12,No,No,0.668,6.68,,29.3213,293.213,,0,0,,0.0868,0.868,,,260108-H234.5_Lemon Rope Lot 2,,Marijuana Flowers/Buds-Packaged,3.5g Jar,2026-02-13 14:15:26.745884Z,2026-02-13,,02/12/2026,,,,,,,,,,,,,,,,,,,,,SRENE - 3.5 grams - Jar - Lemon Rope,2026-01-08
22574804,1A4040300002329000047187,SRENE - 3.5 grams - Jar - Lemon Rope,active,active,0,87.5,87.5,g,0.09,0.11,8.01,9.81,17334914845519714402,Inventory - Cultivation,Inventory - Cultivation,TestPassed,2026-02-12,No,No,0.668,6.68,,29.3213,293.213,,0,0,,0.0868,0.868,,,260108-H234.5_Lemon Rope Lot 2,,Marijuana Flowers/Buds-Packaged,3.5g Jar,2026-02-13 14:15:26.745884Z,2026-02-13,,02/12/2026,,,,,,,,,,,,,,,,,,,,,SRENE - 3.5 grams - Jar - Lemon Rope,2026-01-08
21779476,1A404030000232A000063349,SRENE - 1g Cart - Honey Dew,active,active,0,50,50,ea,1.06,2.24,52.78,112.16,08542800532746610043,Inventory - Production,Inventory - Production,TestPassed,2025-12-19,No,No,82.88,828.8,,83.37,833.7,,0.13,1.3,,0.13,1.3,,,P-7.243,,Non-Solvent Based Concentrate (Each),1g Cart,2026-01-14 15:35:56.790759Z,2026-01-14,,,Honey Dew,Hybrid,,,,,,,,,,,,,,,,,,,SRENE - 1g Cart - Honey Dew,2025-06-26
22377946,1A4040300002329000047425,SRENE - 3.5 grams - Jar - Sin City Funk,active,active,0,87.5,87.5,g,0.14,0.12,12.41,10.21,17334914845519714402,Inventory - Cultivation,Inventory - Cultivation,TestPassed,2026-01-22,No,No,0.708,7.08,,29.4482,294.482,,0,0,,0.0588,0.588,,,251208-H231.2_Sin City Funk Lot 2,,Marijuana Flowers/Buds-Packaged,3.5g Jar,2026-02-05 21:18:32.028830Z,2026-02-05,,01/28/2026,,,,,,,,,,,,,,,,,,,,,SRENE - 3.5 grams - Jar - Sin City Funk,2025-12-08
22726339,1A4040300002329000048062,Vybz - 1g - Pre-roll - O.B.X,active,active,0,50,50,ea,0.16,0.16,8.00,8.00,17334914845519714402,Inventory - Cultivation,Inventory - Cultivation,TestPassed,2026-02-09,No,No,0.729,7.29,,19.2311,192.311,,0,0,,0.0737,0.737,,,251229-H233.4_O.B.X. Lot 5,,Pre-rolled cigs/joints,1g Pre-Roll,2026-02-19 16:10:28.544287Z,2026-02-19,,02/19/2026,,,,,,,,,,,,,,,,,,,,,Vybz - 1g - Pre-roll - O.B.X,2025-12-29
21866904,1A404030000232A000062029,SRENE - 1g Cart - Guava Papaya Smoothie,active,active,0,50,50,ea,1.06,2.24,52.78,112.16,08542800532746610043,Inventory - Production,Inventory - Production,TestPassed,2025-12-29,No,No,79.46,794.6,,79.46,794.6,,0,0,,0,0,,,P-7.243,,Non-Solvent Based Concentrate (Each),1g Cart,2026-01-16 21:59:54.636419Z,2026-01-16,,,Guava Papaya Smoothie,Hybrid,,,,,,,,,,,,,,,,,,,SRENE - 1g Cart - Guava Papaya Smoothie,2025-06-26
21866907,1A404030000232A000062032,SRENE - 1g Cart - Guava Papaya Smoothie,active,active,0,50,50,ea,1.06,2.24,52.78,112.16,08542800532746610043,Inventory - Production,Inventory - Production,TestPassed,2025-12-29,No,No,79.46,794.6,,79.46,794.6,,0,0,,0,0,,,P-7.243,,Non-Solvent Based Concentrate (Each),1g Cart,2026-01-16 21:59:54.636419Z,2026-01-16,,,Guava Papaya Smoothie,Hybrid,,,,,,,,,,,,,,,,,,,SRENE - 1g Cart - Guava Papaya Smoothie,2025-06-26
22694370,1A4040300002329000047965,SRENE - 3.5 grams - Jar - DayStripper,active,active,0,87.5,87.5,g,0.09,0.11,8.01,9.81,17334914845519714402,Inventory - Cultivation,Inventory - Cultivation,TestPassed,2026-02-10,No,No,0.606,6.06,,27.528,275.28,,0,0,,0,0,,,260108-H234.5_Daystripper Lot 2,,Marijuana Flowers/Buds-Packaged,3.5g Jar,2026-02-18 17:50:04.571424Z,2026-02-18,,02/18/2026,,,,,,,,,,,,,,,,,,,,,SRENE - 3.5 grams - Jar - DayStripper,2026-01-08
22415778,1A404030000232A000068014,SRENE - 1g Cart - BioFuel - TESTER,active,active,0,25,25,ea,1.06,2.24,26.39,56.08,08542800532746610043,Inventory - Production,Inventory - Production,TestPassed,2026-01-21,No,No,88.315,883.15,,88.315,883.15,,0,0,,0,0,,,P-7.252,,Non-Solvent Based Concentrate (Each),1g Cart,2026-02-06 23:00:43.437743Z,2026-02-06,,,BioFuel,Hybrid,,,,,,,,,,,,,,,,,,,SRENE - 1g Cart - BioFuel - TESTER,2025-05-12
22415662,1A404030000232A000068010,SRENE - 1g Cart - Melonade - TESTER,active,active,0,25,25,ea,0.83,2.24,20.64,56.08,08542800532746610043,Inventory - Production,Packaging - Production,TestPassed,2025-12-08,No,No,84.97,849.7,,84.97,849.7,,0,0,,0,0,,,P-7.236,,Non-Solvent Based Concentrate (Each),1g Cart,2026-02-06 22:51:38.856353Z,2026-02-06,,,Melonade,Hybrid,,,,,,,,,,,,,,,,,,,SRENE - 1g Cart - Melonade - TESTER,2025-07-07
22406722,1A404030000232A000067990,SRENE - 1g Cart - Melonade - TESTER,active,active,0,25,25,ea,0.83,2.24,20.64,56.08,08542800532746610043,Inventory - Production,Packaging - Production,TestPassed,2025-12-08,No,No,84.97,849.7,,84.97,849.7,,0,0,,0,0,,,P-7.236,,Non-Solvent Based Concentrate (Each),1g Cart,2026-02-06 19:34:32.549334Z,2026-02-06,,,Melonade,Hybrid,,,,,,,,,,,,,,,,,,,SRENE - 1g Cart - Melonade - TESTER,2025-07-07
22694375,1A4040300002329000047970,SRENE - 3.5 grams - Jar - DayStripper,active,active,0,87.5,87.5,g,0.09,0.11,8.01,9.81,17334914845519714402,Inventory - Cultivation,Inventory - Cultivation,TestPassed,2026-02-10,No,No,0.606,6.06,,27.528,275.28,,0,0,,0,0,,,260108-H234.5_Daystripper Lot 2,,Marijuana Flowers/Buds-Packaged,3.5g Jar,2026-02-18 17:50:04.571424Z,2026-02-18,,02/18/2026,,,,,,,,,,,,,,,,,,,,,SRENE - 3.5 grams - Jar - DayStripper,2026-01-08
22866707,1A4040300002329000042840,Bud - Limesicle,active,active,0,2256.96,2256.96,g,,,,,17334914845519714402,Cure Vault #1,Cure Vault #1,TestPassed,2026-03-02,No,No,0.775,7.75,,24.429,244.29,,0,0,,0,0,,,260129-H236.1_Limesicle Lot 1,,Marijuana Flowers/Buds,Bulk Flower,2026-02-24 22:35:17.061946Z,2026-02-24,,,,,,,,,,,,,,,,,,,,,260129-H236.1_Limesicle,,Bud - Limesicle,2026-01-29
22866752,1A4040300002329000042862,Bud - Stripper Glitter,active,active,0,2256.41,2256.41,g,,,,,17334914845519714402,Cure Vault #1,Cure Vault #1,TestPassed,2026-03-02,No,No,0.455,4.55,,27.618,276.18,,0,0,,0.057,0.57,,,260129-H236.1_Stripper Glitter Lot 1,,Marijuana Flowers/Buds,Bulk Flower,2026-02-24 22:35:56.472760Z,2026-02-24,,,,,,,,,,,,,,,,,,,,,260129-H236.1_Stripper Glitter,,Bud - Stripper Glitter,2026-01-29
22866694,1A4040300002329000042838,Trim - Rose Sorbet,active,active,0,6792.39,6792.39,g,,,,,17334914845519714402,Cure Vault #1,Cure Vault #1,TestPassed,2026-03-02,No,No,0.363,3.63,,28.065,280.65,,0,0,,0.088,0.88,,,260120-H235.6_Rosé Sorbet Lot 4,,Shake/Trim,Bulk Shake/Trim,2026-02-24 22:34:58.968912Z,2026-02-24,,,,,,,,,,,,,,,,,,,,,260120-H235.6_Rosé Sorbet,,Trim - Rosé Sorbet,2026-01-20
22866746,1A4040300002329000042856,Bud - Space Junky,active,active,0,2256.25,2256.25,g,,,,,17334914845519714402,Cure Vault #1,Cure Vault #1,TestPassed,2026-03-02,No,No,0.371,3.71,,26.079,260.79,,0,0,,0.067,0.67,,,260129-H236.1_Space Junky Lot 4,,Marijuana Flowers/Buds,Bulk Flower,2026-02-24 22:35:43.602129Z,2026-02-24,,,,,,,,,,,,,,,,,,,,,260129-H236.1_Space Junky,,Bud - Space Junky,2026-01-29
22866693,1A4040300002329000042836,Smalls - Rose Sorbet,active,active,0,782.83,782.83,g,,,,,17334914845519714402,Cure Vault #1,Cure Vault #1,TestPassed,2026-03-02,No,No,0.302,3.02,,25.187,251.87,,0,0,,0.071,0.71,,,260120-H235.6_Rosé Sorbet Lot 3,,Small/Popcorn Buds,Bulk Smalls,2026-02-24 22:34:58.968912Z,2026-02-24,,,,,,,,,,,,,,,,,,,,,260120-H235.6_Rosé Sorbet,,Smalls - Rosé Sorbet,2026-01-20
22866706,1A4040300002329000042844,Bud - Limesicle,active,active,0,2256.76,2256.76,g,,,,,17334914845519714402,Cure Vault #1,Cure Vault #1,TestPassed,2026-03-02,No,No,0.749,7.49,,25.889,258.89,,0,0,,0.054,0.54,,,260129-H236.1_Limesicle Lot 3,,Marijuana Flowers/Buds,Bulk Flower,2026-02-24 22:35:17.061946Z,2026-02-24,,,,,,,,,,,,,,,,,,,,,260129-H236.1_Limesicle,,Bud - Limesicle,2026-01-29
22726327,1A4040300002329000048050,Vybz - 1g - Pre-roll - O.B.X,active,active,0,50,50,ea,0.16,0.16,8.00,8.00,17334914845519714402,Inventory - Cultivation,Inventory - Cultivation,TestPassed,2026-02-09,No,No,0.729,7.29,,19.2311,192.311,,0,0,,0.0737,0.737,,,251229-H233.4_O.B.X. Lot 5,,Pre-rolled cigs/joints,1g Pre-Roll,2026-02-19 16:10:28.544287Z,2026-02-19,,02/19/2026,,,,,,,,,,,,,,,,,,,,,Vybz - 1g - Pre-roll - O.B.X,2025-12-29
21143066,1A404030000232A000062589,SRENE - 1g AIO Cart - Chem NV,active,active,0,50,50,ea,2.57,0.20,128.50,10.03,08542800532746610043,Inventory - Production,Inventory - Production,TestPassed,2025-12-01,No,No,85.644,856.44,,85.644,856.44,,0,0,,0,0,,,P-7.230,,Non-Solvent Based Concentrate (Each),1g AIO Cart,2025-12-19 17:32:10.067189Z,2025-12-19,,,Chem NV,Sativa,,,,,,,,,,,,,,,,,,,SRENE - 1g AIO Cart - Chem NV,2025-02-03
22726342,1A4040300002329000048065,Vybz - 1g - Pre-roll - O.B.X,active,active,0,50,50,ea,0.16,0.16,8.00,8.00,17334914845519714402,Inventory - Cultivation,Inventory - Cultivation,TestPassed,2026-02-09,No,No,0.729,7.29,,19.2311,192.311,,0,0,,0.0737,0.737,,,251229-H233.4_O.B.X. Lot 5,,Pre-rolled cigs/joints,1g Pre-Roll,2026-02-19 16:10:28.544287Z,2026-02-19,,02/19/2026,,,,,,,,,,,,,,,,,,,,,Vybz - 1g - Pre-roll - O.B.X,2025-12-29
22726334,1A4040300002329000048057,Vybz - 1g - Pre-roll - O.B.X,active,active,0,50,50,ea,0.16,0.16,8.00,8.00,17334914845519714402,Inventory - Cultivation,Inventory - Cultivation,TestPassed,2026-02-09,No,No,0.729,7.29,,19.2311,192.311,,0,0,,0.0737,0.737,,,251229-H233.4_O.B.X. Lot 5,,Pre-rolled cigs/joints,1g Pre-Roll,2026-02-19 16:10:28.544287Z,2026-02-19,,02/19/2026,,,,,,,,,,,,,,,,,,,,,Vybz - 1g - Pre-roll - O.B.X,2025-12-29
22926166,1A4040300002329000048213,Vybz - 1g - Pre-roll - Tropicana Acai,active,active,0,50,50,ea,0.16,0.16,8.00,8.00,17334914845519714402,Inventory - Cultivation,Inventory - Cultivation,TestPassed,2026-02-16,No,No,0.46,4.6,,21.862,218.62,,0,0,,0,0,,,260108-H234.5_Tropicana Acai Lot 3,,Pre-rolled cigs/joints,1g Pre-Roll,2026-02-26 18:48:09.784047Z,2026-02-26,,02/25/2026,,,,,,,,,,,,,,,,,,,,,Vybz - 1g - Pre-roll - Tropicana Acai,2026-01-08
22926174,1A4040300002329000048221,Vybz - 1g - Pre-roll - Tropicana Acai,active,active,0,50,50,ea,0.16,0.16,8.00,8.00,17334914845519714402,Inventory - Cultivation,Inventory - Cultivation,TestPassed,2026-02-16,No,No,0.46,4.6,,21.862,218.62,,0,0,,0,0,,,260108-H234.5_Tropicana Acai Lot 3,,Pre-rolled cigs/joints,1g Pre-Roll,2026-02-26 18:48:09.784047Z,2026-02-26,,02/25/2026,,,,,,,,,,,,,,,,,,,,,Vybz - 1g - Pre-roll - Tropicana Acai,2026-01-08
22926182,1A4040300002329000048229,Vybz - 1g - Pre-roll - Tropicana Acai,active,active,0,50,50,ea,0.16,0.16,8.00,8.00,17334914845519714402,Inventory - Cultivation,Inventory - Cultivation,TestPassed,2026-02-16,No,No,0.46,4.6,,21.862,218.62,,0,0,,0,0,,,260108-H234.5_Tropicana Acai Lot 3,,Pre-rolled cigs/joints,1g Pre-Roll,2026-02-26 18:48:09.784047Z,2026-02-26,,02/25/2026,,,,,,,,,,,,,,,,,,,,,Vybz - 1g - Pre-roll - Tropicana Acai,2026-01-08
22415818,1A4040300002329000046035,SRENE - 1g - Pre-roll - Purple Slush,active,active,0,578,578,ea,0.16,0.16,92.48,92.48,17334914845519714402,Inventory - Cultivation,Inventory - Cultivation,TestPassed,2026-01-19,No,No,0.401,4.01,,24.265,242.65,,0,0,,0,0,,,251218-H232.3_Purple Slush Lot 4,,Pre-rolled cigs/joints,1g Pre-Roll,2026-02-06 23:07:28.590222Z,2026-02-06,,02/06/2026,,,,,,,,,,,,,,,,,,,,,SRENE - 1g - Pre-roll - Purple Slush,2025-12-18
22926177,1A4040300002329000048224,Vybz - 1g - Pre-roll - Tropicana Acai,active,active,0,50,50,ea,0.16,0.16,8.00,8.00,17334914845519714402,Inventory - Cultivation,Inventory - Cultivation,TestPassed,2026-02-16,No,No,0.46,4.6,,21.862,218.62,,0,0,,0,0,,,260108-H234.5_Tropicana Acai Lot 3,,Pre-rolled cigs/joints,1g Pre-Roll,2026-02-26 18:48:09.784047Z,2026-02-26,,02/25/2026,,,,,,,,,,,,,,,,,,,,,Vybz - 1g - Pre-roll - Tropicana Acai,2026-01-08
22726328,1A4040300002329000048051,Vybz - 1g - Pre-roll - O.B.X,active,active,0,50,50,ea,0.16,0.16,8.00,8.00,17334914845519714402,Inventory - Cultivation,Inventory - Cultivation,TestPassed,2026-02-09,No,No,0.729,7.29,,19.2311,192.311,,0,0,,0.0737,0.737,,,251229-H233.4_O.B.X. Lot 5,,Pre-rolled cigs/joints,1g Pre-Roll,2026-02-19 16:10:28.544287Z,2026-02-19,,02/19/2026,,,,,,,,,,,,,,,,,,,,,Vybz - 1g - Pre-roll - O.B.X,2025-12-29
22724428,1A4040300002329000047983,SRENE - 1/2 Ounce - BioFuel,active,active,0,700,700,g,0.03,0.03,18.39,20.62,17334914845519714402,Inventory - Cultivation,Inventory - Cultivation,TestPassed,2026-02-09,No,No,0.213,2.13,,25.0979,250.979,,0,0,,0.0886,0.886,,,251229-H233.4_BioFuel Lot 3,,Marijuana Flowers/Buds-Packaged,14g Mylar,2026-02-19 15:43:27.946954Z,2026-02-19,,02/19/2026,,,,,,,,,,,,,,,,,,,,,SRENE - 1/2 Ounce - BioFuel,2025-12-29
22722374,1A4040300002329000046094,SRENE - 1/2 Ounce - BioFuel,active,active,0,1106,1106,g,0.03,0.03,29.05,32.57,17334914845519714402,Inventory - Cultivation,Inventory - Cultivation,TestPassed,2026-02-09,No,No,0.213,2.13,,25.0979,250.979,,0,0,,0.0886,0.886,,,251229-H233.4_BioFuel Lot 3,,Marijuana Flowers/Buds-Packaged,14g Mylar,2026-02-19 15:06:19.920280Z,2026-02-19,,02/19/2026,,,,,,,,,,,,,,,,,,,,,SRENE - 1/2 Ounce - BioFuel,2025-12-29
22548031,1A4040300002329000047800,SRENE - 1/2 Ounce - BioFuel,active,active,0,700,700,g,0.03,0.03,18.39,20.62,17334914845519714402,Inventory - Cultivation,Inventory - Cultivation,TestPassed,2026-02-09,No,No,0.264,2.64,,25.4234,254.234,,0,0,,0.093,0.93,,,251229-H233.4_BioFuel Lot 1,,Marijuana Flowers/Buds-Packaged,14g Mylar,2026-02-12 16:50:08.575416Z,2026-02-12,,02/12/2026,,,,,,,,,,,,,,,,,,,,,SRENE - 1/2 Ounce - BioFuel,2025-12-29
22569311,1A4040300002329000046068,SRENE - 3.5 grams - Jar - Lemon Rope,active,active,0,21,21,g,0.09,0.11,1.92,2.36,17334914845519714402,Inventory - Cultivation,Inventory - Cultivation,TestPassed,2026-02-12,No,No,0.668,6.68,,29.3213,293.213,,0,0,,0.0868,0.868,,,260108-H234.5_Lemon Rope Lot 2,,Marijuana Flowers/Buds-Packaged,3.5g Jar,2026-02-12 23:01:33.805437Z,2026-02-12,,02/12/2026,,,,,,,,,,,,,,,,,,,,,SRENE - 3.5 grams - Jar - Lemon Rope,2026-01-08
22574815,1A4040300002329000047198,SRENE - 3.5 grams - Jar - Lemon Rope,active,active,0,87.5,87.5,g,0.09,0.11,8.01,9.81,17334914845519714402,Inventory - Cultivation,Inventory - Cultivation,TestPassed,2026-02-12,No,No,0.668,6.68,,29.3213,293.213,,0,0,,0.0868,0.868,,,260108-H234.5_Lemon Rope Lot 2,,Marijuana Flowers/Buds-Packaged,3.5g Jar,2026-02-13 14:15:26.745884Z,2026-02-13,,02/12/2026,,,,,,,,,,,,,,,,,,,,,SRENE - 3.5 grams - Jar - Lemon Rope,2026-01-08
22574812,1A4040300002329000047195,SRENE - 3.5 grams - Jar - Lemon Rope,active,active,0,87.5,87.5,g,0.09,0.11,8.01,9.81,17334914845519714402,Inventory - Cultivation,Inventory - Cultivation,TestPassed,2026-02-12,No,No,0.668,6.68,,29.3213,293.213,,0,0,,0.0868,0.868,,,260108-H234.5_Lemon Rope Lot 2,,Marijuana Flowers/Buds-Packaged,3.5g Jar,2026-02-13 14:15:26.745884Z,2026-02-13,,02/12/2026,,,,,,,,,,,,,,,,,,,,,SRENE - 3.5 grams - Jar - Lemon Rope,2026-01-08
