ID,Package Label,Distru Product,Status,Metrc Status,Assembling Quantity,Available Quantity,Quantity,Unit Type,Unit Cost (Actual),Unit Cost (Default),Total Cost (Actual),Total Cost (Default),License Number,Location,Metrc Location,Lab Testing State,Lab Testing Updated Date,Is Test Sample,Is Trade Sample,THC %,THC mg/g,THC mg/mL,Total THC %,Total THC mg/g,Total THC mg/mL,CBD %,CBD mg/g,CBD mg/mL,Total CBD %,Total CBD mg/g,Total CBD mg/mL,Metrc Production Batch Number,Distru Batch Number,Description,Category,Subcategory,Created in Distru At (UTC),Packaged Date,Lot Number,Package Date,Production Strain,I/H/S/LO,Total THC mg - .5g Concentrate,Total THC mg - 1g Concentrate,Total THC mg/unit,Total THC mg/2 pack,Total THC mg/4 Pack,Total THC mg/10 Pack,Total THC mg/Package,Total THC mg/g,Protab/Hashtab,Production Flavor,Trim Strain,3rd Party Batch Number,Total THC mg/100 Pack,Total THC mg/50 Pack,STRAIN,Expiration Date,Harvest Batch,Bins,Metrc Item,Harvest Date
22380960,1A404030000232A000062135,10mg SRENE Gummy - Hibiscus Elderberry - 10pk,active,active,0,13,13,ea,1.59,1.02,20.63,13.23,08542800532746610043,Inventory - Production,Inventory - Production,TestPassed,2025-11-17,No,No,0.293,2.93,,0.293,2.93,,0.301,3.01,,0.301,3.01,,,P-HEB2,,Infused Edible,10pk Gummy,2026-02-05 22:10:03.006003Z,2026-02-05,,,,,,,9.96,,,99.6,,,,Hibiscus Elderberry 1:1,,,,,,2026-05-13,,,10mg SRENE Gummy - Hibiscus Elderberry - 10pk,2024-09-11
22687501,1A4040300002329000047940,SRENE - 3.5 grams - Jar - Limesicle,active,active,0,87.5,87.5,g,0.09,0.11,8.01,9.81,17334914845519714402,Inventory - Cultivation,Inventory - Cultivation,TestPassed,2026-02-12,No,No,0.732,7.32,,27.3235,273.235,,0,0,,0.0754,0.754,,,260108-H234.5_Limesicle Lot 1,,Marijuana Flowers/Buds-Packaged,3.5g Jar,2026-02-18 15:58:39.671835Z,2026-02-18,,02/17/2026,,,,,,,,,,,,,,,,,,,,,SRENE - 3.5 grams - Jar - Limesicle,2026-01-08
22866692,1A4040300002329000042832,Bud - Rose Sorbet,active,active,0,2256.12,2256.12,g,,,,,17334914845519714402,Cure Vault #1,Cure Vault #1,TestPassed,2026-03-02,No,No,0.302,3.02,,28.145,281.45,,0,0,,0.082,0.82,,,260120-H235.6_Rosé Sorbet Lot 1,,Marijuana Flowers/Buds,Bulk Flower,2026-02-24 22:34:58.968912Z,2026-02-24,,,,,,,,,,,,,,,,,,,,,260120-H235.6_Rosé Sorbet,,Bud - Rosé Sorbet,2026-01-20
22866744,1A4040300002329000042854,Bud - Space Junky,active,active,0,2256.35,2256.35,g,,,,,17334914845519714402,Cure Vault #1,Cure Vault #1,TestPassed,2026-03-02,No,No,0.405,4.05,,29.577,295.77,,0,0,,0.079,0.79,,,260129-H236.1_Space Junky Lot 3,,Marijuana Flowers/Buds,Bulk Flower,2026-02-24 22:35:43.602129Z,2026-02-24,,,,,,,,,,,,,,,,,,,,,260129-H236.1_Space Junky,,Bud - Space Junky,2026-01-29
22953390,1A4040300002329000048258,VYBZ - 3.5 grams - Tropicana Acai,active,active,0,175,175,g,0.10,0.09,16.64,15.72,17334914845519714402,Inventory - Cultivation,Inventory - Cultivation,TestPassed,2026-02-24,No,No,0.185,1.85,,22.91,229.1,,0,0,,0,0,,,260129-H236.1_Tropicana Acai Lot 2,,Marijuana Flowers/Buds-Packaged,3.5g Mylar,2026-02-27 15:02:26.093665Z,2026-02-27,,02/26/26,,,,,,,,,,,,,,,,,,,,,VYBZ - 3.5 grams - Tropicana Acai,2026-01-29
22953392,1A4040300002329000048260,VYBZ - 3.5 grams - Tropicana Acai,active,active,0,175,175,g,0.10,0.09,16.64,15.72,17334914845519714402,Inventory - Cultivation,Inventory - Cultivation,TestPassed,2026-02-24,No,No,0.185,1.85,,22.91,229.1,,0,0,,0,0,,,260129-H236.1_Tropicana Acai Lot 2,,Marijuana Flowers/Buds-Packaged,3.5g Mylar,2026-02-27 15:02:26.093665Z,2026-02-27,,02/26/26,,,,,,,,,,,,,,,,,,,,,VYBZ - 3.5 grams - Tropicana Acai,2026-01-29
22953394,1A4040300002329000048262,VYBZ - 3.5 grams - Tropicana Acai,active,active,0,175,175,g,0.10,0.09,16.64,15.72,17334914845519714402,Inventory - Cultivation,Inventory - Cultivation,TestPassed,2026-02-24,No,No,0.185,1.85,,22.91,229.1,,0,0,,0,0,,,260129-H236.1_Tropicana Acai Lot 2,,Marijuana Flowers/Buds-Packaged,3.5g Mylar,2026-02-27 15:02:26.093665Z,2026-02-27,,02/26/26,,,,,,,,,,,,,,,,,,,,,VYBZ - 3.5 grams - Tropicana Acai,2026-01-29
22378987,1A4040300002329000046024,SRENE - 3.5 grams - Jar - Rose Sorbet,active,active,0,31.5,31.5,g,0.14,0.12,4.45,3.68,17334914845519714402,Inventory - Cultivation,Inventory - Cultivation,TestPassed,2026-01-30,No,No,0.444,4.44,,26.2146,262.146,,0,0,,0.0456,0.456,,,251229-H233.4_Rosé Sorbet Lot 2,,Marijuana Flowers/Buds-Packaged,3.5g Jar,2026-02-05 21:39:00.279844Z,2026-02-05,,02/05/2026,,,,,,,,,,,,,,,,,,,,,SRENE - 3.5 grams - Jar - Rose Sorbet,2025-12-29
22518875,1A404030000232A000068140,10mg SRENE Gummy - Hibiscus Elderberry - 10pk,active,active,0,25,25,ea,1.59,1.02,39.67,25.44,08542800532746610043,Inventory - Production,Inventory - Production,TestPassed,2025-11-17,No,No,0.293,2.93,,0.293,2.93,,0.301,3.01,,0.301,3.01,,,P-HEB2,,Infused Edible,10pk Gummy,2026-02-11 18:29:52.113389Z,2026-02-11,,,,,,,9.96,,,99.6,,,,Hibiscus Elderberry 1:1,,,,,,2026-05-13,,,10mg SRENE Gummy - Hibiscus Elderberry - 10pk,2024-09-11
22856461,1A404030000232A000068367,SRENE - 1g Cart - Melonade,active,active,0,50,50,ea,4.00,2.51,200.22,125.56,08542800532746610043,Inventory - Production,Inventory - Production,TestPassed,2026-02-16,No,No,82.704,827.04,,84.054,840.54,,0,0,,0,0,,,P-7.258B,,Non-Solvent Based Concentrate (Each),1g Cart,2026-02-24 19:44:19.678309Z,2026-02-24,,,Melonade,,,,,,,,,,,,,,,,,,,,SRENE - 1g Cart - Melonade,2024-05-23
22699388,1A4040300002329000048003,SRENE - 1g - Pre-roll - DayStripper,active,active,0,50,50,ea,0.16,0.16,8.00,8.00,17334914845519714402,Inventory - Cultivation,Inventory - Cultivation,TestPassed,2026-01-06,No,No,0.943,9.43,,31.6494,316.494,,0,0,,0.0491,0.491,,,251126-H230.1_DayStripper Lot 5,,Pre-rolled cigs/joints,1g Pre-Roll,2026-02-18 19:15:38.568605Z,2026-02-18,,02/03/2026,,,,,,,,,,,,,,,,,,,,,SRENE - 1g - Pre-roll - DayStripper,2025-11-26
22687506,1A4040300002329000047945,SRENE - 3.5 grams - Jar - Limesicle,active,active,0,87.5,87.5,g,0.09,0.11,8.01,9.81,17334914845519714402,Inventory - Cultivation,Inventory - Cultivation,TestPassed,2026-02-12,No,No,0.732,7.32,,27.3235,273.235,,0,0,,0.0754,0.754,,,260108-H234.5_Limesicle Lot 1,,Marijuana Flowers/Buds-Packaged,3.5g Jar,2026-02-18 15:58:39.671835Z,2026-02-18,,02/17/2026,,,,,,,,,,,,,,,,,,,,,SRENE - 3.5 grams - Jar - Limesicle,2026-01-08
22370258,1A404030000232A000067840,LEVEL Protab - Indica - 10pk - 25mg,active,active,0,20,20,ea,0.00,0.00,0.00,0.00,08542800532746610043,Inventory - Production,Inventory - Production,TestPassed,2025-10-31,No,No,14.047,140.47,,14.047,140.47,,0,0,,0,0,,,NV25PT251025d9I-1,,Capsule/Tablet,LEVEL - 10pk,2026-02-05 19:16:58.335717Z,2026-02-05,,,,Indica,,,,,,280.9,,,Protab,,,,,,,,,,LEVEL Protab - Indica - 10pk - 25mg,2022-09-14
17795512,1A404030000232A000054396,THC:CBD Tincture,active,active,0,880,880,g,1.67,0.20,1471.66,172.08,08542800532746610043,Production,Production,NotSubmitted,2025-08-05,No,No,,,,,,,,,,,,,P-Tin154,,,Non-Solvent Based Concentrate,Tincture - Edibles,2025-07-29 14:58:11.241204Z,2025-07-29,,,,,,,,,,,,,,,,,,,,,,,THC:CBD Tincture,2022-03-02
22518871,1A404030000232A000068136,10mg SRENE Gummy - Hibiscus Elderberry - 10pk,active,active,0,25,25,ea,1.59,1.02,39.67,25.44,08542800532746610043,Inventory - Production,Inventory - Production,TestPassed,2025-11-17,No,No,0.293,2.93,,0.293,2.93,,0.301,3.01,,0.301,3.01,,,P-HEB2,,Infused Edible,10pk Gummy,2026-02-11 18:29:52.113389Z,2026-02-11,,,,,,,9.96,,,99.6,,,,Hibiscus Elderberry 1:1,,,,,,2026-05-13,,,10mg SRENE Gummy - Hibiscus Elderberry - 10pk,2024-09-11
22856464,1A404030000232A000068370,SRENE - 1g Cart - Melonade,active,active,0,50,50,ea,4.00,2.51,200.22,125.56,08542800532746610043,Inventory - Production,Inventory - Production,TestPassed,2026-02-16,No,No,82.704,827.04,,84.054,840.54,,0,0,,0,0,,,P-7.258B,,Non-Solvent Based Concentrate (Each),1g Cart,2026-02-24 19:44:19.678309Z,2026-02-24,,,Melonade,,,,,,,,,,,,,,,,,,,,SRENE - 1g Cart - Melonade,2024-05-23
22518876,1A404030000232A000068141,10mg SRENE Gummy - Hibiscus Elderberry - 10pk,active,active,0,25,25,ea,1.59,1.02,39.67,25.44,08542800532746610043,Inventory - Production,Inventory - Production,TestPassed,2025-11-17,No,No,0.293,2.93,,0.293,2.93,,0.301,3.01,,0.301,3.01,,,P-HEB2,,Infused Edible,10pk Gummy,2026-02-11 18:29:52.113389Z,2026-02-11,,,,,,,9.96,,,99.6,,,,Hibiscus Elderberry 1:1,,,,,,2026-05-13,,,10mg SRENE Gummy - Hibiscus Elderberry - 10pk,2024-09-11
21568702,1A4040300002329000041551,SRENE - 3.5 grams - Jar - Strange Haze #8,active,active,0,24.5,24.5,g,0.12,0.13,2.83,3.16,17334914845519714402,Inventory - Cultivation,Inventory - Cultivation,TestPassed,2026-01-06,No,No,0.624,6.24,,29.1116,291.116,,0,0,,0.043,0.43,,, 251126-H230.1_Strange Haze #8 Lot 2 ,,Marijuana Flowers/Buds-Packaged,3.5g Jar,2026-01-06 18:06:24.873685Z,2026-01-06,,01/06/2026,,,,,,,,,,,,,,,,,,,,,SRENE - 3.5 grams - Jar - Strange Haze #8,2025-11-26
22518840,1A404030000232A000068105,10mg SRENE Gummy - Hibiscus Elderberry - 10pk,active,active,0,25,25,ea,1.59,1.02,39.67,25.44,08542800532746610043,Inventory - Production,Inventory - Production,TestPassed,2025-11-17,No,No,0.293,2.93,,0.293,2.93,,0.301,3.01,,0.301,3.01,,,P-HEB2,,Infused Edible,10pk Gummy,2026-02-11 18:29:52.113389Z,2026-02-11,,,,,,,9.96,,,99.6,,,,Hibiscus Elderberry 1:1,,,,,,2026-05-13,,,10mg SRENE Gummy - Hibiscus Elderberry - 10pk,2024-09-11
22856468,1A404030000232A000068374,SRENE - 1g Cart - Melonade,active,active,0,50,50,ea,4.00,2.51,200.22,125.56,08542800532746610043,Inventory - Production,Inventory - Production,TestPassed,2026-02-16,No,No,82.704,827.04,,84.054,840.54,,0,0,,0,0,,,P-7.258B,,Non-Solvent Based Concentrate (Each),1g Cart,2026-02-24 19:44:19.678309Z,2026-02-24,,,Melonade,,,,,,,,,,,,,,,,,,,,SRENE - 1g Cart - Melonade,2024-05-23
21796432,1A404030000232A000063425,SRENE - 1g Cart - Limesicle,active,active,0,50,50,ea,0.83,2.24,41.28,112.16,08542800532746610043,Inventory - Production,Inventory - Production,TestPassed,2025-12-19,No,No,81.87,818.7,,82.27,822.7,,0,0,,0,0,,,P-7.242,,Non-Solvent Based Concentrate (Each),1g Cart,2026-01-14 19:44:50.588380Z,2026-01-14,,,Limesicle,Hybrid,,,,,,,,,,,,,,,,,,,SRENE - 1g Cart - Limesicle,2025-06-26
21759871,1A404030000232A000063241,LEVEL Protab - Indica - 2pk - 50mg,active,active,0,20,20,ea,0.50,0.00,9.97,0.00,08542800532746610043,Inventory - Production,Inventory - Production,TestPassed,2025-04-22,No,No,21.739,217.39,,21.739,217.39,,0.057,0.57,,0.057,0.57,,,NV50PT250416d9I,,Capsule/Tablet,LEVEL - 2pk,2026-01-13 20:13:10.515816Z,2026-01-13,,,,Indica,,,,104.34,,,,,Protab,,,,,,,,,,LEVEL Protab - Indica - 2pk - 50mg,
22856465,1A404030000232A000068371,SRENE - 1g Cart - Melonade,active,active,0,50,50,ea,4.00,2.51,200.22,125.56,08542800532746610043,Inventory - Production,Inventory - Production,TestPassed,2026-02-16,No,No,82.704,827.04,,84.054,840.54,,0,0,,0,0,,,P-7.258B,,Non-Solvent Based Concentrate (Each),1g Cart,2026-02-24 19:44:19.678309Z,2026-02-24,,,Melonade,,,,,,,,,,,,,,,,,,,,SRENE - 1g Cart - Melonade,2024-05-23
22518874,1A404030000232A000068139,10mg SRENE Gummy - Hibiscus Elderberry - 10pk,active,active,0,25,25,ea,1.59,1.02,39.67,25.44,08542800532746610043,Inventory - Production,Inventory - Production,TestPassed,2025-11-17,No,No,0.293,2.93,,0.293,2.93,,0.301,3.01,,0.301,3.01,,,P-HEB2,,Infused Edible,10pk Gummy,2026-02-11 18:29:52.113389Z,2026-02-11,,,,,,,9.96,,,99.6,,,,Hibiscus Elderberry 1:1,,,,,,2026-05-13,,,10mg SRENE Gummy - Hibiscus Elderberry - 10pk,2024-09-11
22370265,1A404030000232A000067847,LEVEL Protab - Indica - 10pk - 25mg,active,active,0,20,20,ea,0.00,0.00,0.00,0.00,08542800532746610043,Inventory - Production,Inventory - Production,TestPassed,2025-10-31,No,No,14.047,140.47,,14.047,140.47,,0,0,,0,0,,,NV25PT251025d9I-1,,Capsule/Tablet,LEVEL - 10pk,2026-02-05 19:16:58.335717Z,2026-02-05,,,,Indica,,,,,,280.9,,,Protab,,,,,,,,,,LEVEL Protab - Indica - 10pk - 25mg,2022-09-14
21314057,1A404030000232A000062851,SRENE - 1g Cart - Jet Fuel Acai,active,active,0,50,50,ea,1.67,0.23,83.28,11.61,08542800532746610043,Inventory - Production,Inventory - Production,TestPassed,2025-12-08,No,No,83.44,834.4,,83.44,834.4,,,,,,,,,P-5.235,,Non-Solvent Based Concentrate (Each),1g Cart,2025-12-26 15:33:36.848229Z,2025-12-26,,,Jet Fuel Acai,Indica,,,,,,,,,,,,,,,,,,,SRENE - 1g Cart - Jet Fuel Acai,2025-07-07
21314061,1A404030000232A000062855,SRENE - 1g Cart - Jet Fuel Acai,active,active,0,50,50,ea,1.67,0.23,83.28,11.61,08542800532746610043,Inventory - Production,Inventory - Production,TestPassed,2025-12-08,No,No,83.44,834.4,,83.44,834.4,,,,,,,,,P-5.235,,Non-Solvent Based Concentrate (Each),1g Cart,2025-12-26 15:33:36.848229Z,2025-12-26,,,Jet Fuel Acai,Indica,,,,,,,,,,,,,,,,,,,SRENE - 1g Cart - Jet Fuel Acai,2025-07-07
21314063,1A404030000232A000062857,SRENE - 1g Cart - Jet Fuel Acai,active,active,0,50,50,ea,1.67,0.23,83.28,11.61,08542800532746610043,Inventory - Production,Inventory - Production,TestPassed,2025-12-08,No,No,83.44,834.4,,83.44,834.4,,,,,,,,,P-5.235,,Non-Solvent Based Concentrate (Each),1g Cart,2025-12-26 15:33:36.848229Z,2025-12-26,,,Jet Fuel Acai,Indica,,,,,,,,,,,,,,,,,,,SRENE - 1g Cart - Jet Fuel Acai,2025-07-07
21314064,1A404030000232A000062858,SRENE - 1g Cart - Jet Fuel Acai,active,active,0,50,50,ea,1.67,0.23,83.28,11.61,08542800532746610043,Inventory - Production,Inventory - Production,TestPassed,2025-12-08,No,No,83.44,834.4,,83.44,834.4,,,,,,,,,P-5.235,,Non-Solvent Based Concentrate (Each),1g Cart,2025-12-26 15:33:36.848229Z,2025-12-26,,,Jet Fuel Acai,Indica,,,,,,,,,,,,,,,,,,,SRENE - 1g Cart - Jet Fuel Acai,2025-07-07
21314056,1A404030000232A000062850,SRENE - 1g Cart - Jet Fuel Acai,active,active,0,50,50,ea,1.67,0.23,83.28,11.61,08542800532746610043,Inventory - Production,Inventory - Production,TestPassed,2025-12-08,No,No,83.44,834.4,,83.44,834.4,,,,,,,,,P-5.235,,Non-Solvent Based Concentrate (Each),1g Cart,2025-12-26 15:33:36.848229Z,2025-12-26,,,Jet Fuel Acai,Indica,,,,,,,,,,,,,,,,,,,SRENE - 1g Cart - Jet Fuel Acai,2025-07-07
21314055,1A404030000232A000062849,SRENE - 1g Cart - Jet Fuel Acai,active,active,0,50,50,ea,1.67,0.23,83.28,11.61,08542800532746610043,Inventory - Production,Inventory - Production,TestPassed,2025-12-08,No,No,83.44,834.4,,83.44,834.4,,,,,,,,,P-5.235,,Non-Solvent Based Concentrate (Each),1g Cart,2025-12-26 15:33:36.848229Z,2025-12-26,,,Jet Fuel Acai,Indica,,,,,,,,,,,,,,,,,,,SRENE - 1g Cart - Jet Fuel Acai,2025-07-07
21314059,1A404030000232A000062853,SRENE - 1g Cart - Jet Fuel Acai,active,active,0,50,50,ea,1.67,0.23,83.28,11.61,08542800532746610043,Inventory - Production,Inventory - Production,TestPassed,2025-12-08,No,No,83.44,834.4,,83.44,834.4,,,,,,,,,P-5.235,,Non-Solvent Based Concentrate (Each),1g Cart,2025-12-26 15:33:36.848229Z,2025-12-26,,,Jet Fuel Acai,Indica,,,,,,,,,,,,,,,,,,,SRENE - 1g Cart - Jet Fuel Acai,2025-07-07
21314058,1A404030000232A000062852,SRENE - 1g Cart - Jet Fuel Acai,active,active,0,50,50,ea,1.67,0.23,83.28,11.61,08542800532746610043,Inventory - Production,Inventory - Production,TestPassed,2025-12-08,No,No,83.44,834.4,,83.44,834.4,,,,,,,,,P-5.235,,Non-Solvent Based Concentrate (Each),1g Cart,2025-12-26 15:33:36.848229Z,2025-12-26,,,Jet Fuel Acai,Indica,,,,,,,,,,,,,,,,,,,SRENE - 1g Cart - Jet Fuel Acai,2025-07-07
19443227,1A404030000477E000014480,Distillate (Bulk),active,active,0,996.34,996.34,g,,,,,08542800532746610043,Production,Production,TestPassed,2025-06-19,No,No,84.72,847.2,,84.72,847.2,,0,0,,0,0,,,,,Non-Solvent Based Concentrate,Formulated Distillate,2025-10-08 16:42:56.473885Z,2025-09-30,,,,,,,,,,,,,,,,,,,,,,,Distillate (Finished Product),2022-09-14
22576921,1A404030000232A000054094,RAW - Mixed Distillate,active,active,0,1243,1243,g,0.19,0.06,230.46,73.59,08542800532746610043,Production,Production,NotSubmitted,2026-02-17,No,No,,,,,,,,,,,,,,,,Non-Solvent Based Concentrate,Raw Distillate,2026-02-13 15:21:47.918385Z,2026-02-13,,,,,,,,,,,,,,,,,,,,,,,Mixed Distillate,2025-06-17
21760877,1A404030000232A000063270,LEVEL Protab - Sativa - 2pk - 50mg,active,active,0,20,20,ea,0.50,0.00,10.06,0.00,08542800532746610043,Inventory - Production,Inventory - Production,TestPassed,2025-04-22,No,No,23.333,233.33,,23.333,233.33,,0.05,0.5,,0.05,0.5,,,NV50PT250416D9S,,Capsule/Tablet,LEVEL - 2pk,2026-01-13 20:25:35.154845Z,2026-01-13,,,,Sativa,,,,112,,,,,Protab,,,,,,,,,,LEVEL Protab - Sativa - 2pk - 50mg,
21760872,1A404030000232A000063265,LEVEL Protab - Sativa - 2pk - 50mg,active,active,0,20,20,ea,0.50,0.00,10.06,0.00,08542800532746610043,Inventory - Production,Inventory - Production,TestPassed,2025-04-22,No,No,23.333,233.33,,23.333,233.33,,0.05,0.5,,0.05,0.5,,,NV50PT250416D9S,,Capsule/Tablet,LEVEL - 2pk,2026-01-13 20:25:35.154845Z,2026-01-13,,,,Sativa,,,,112,,,,,Protab,,,,,,,,,,LEVEL Protab - Sativa - 2pk - 50mg,
22699387,1A4040300002329000048002,SRENE - 1g - Pre-roll - DayStripper,active,active,0,50,50,ea,0.16,0.16,8.00,8.00,17334914845519714402,Inventory - Cultivation,Inventory - Cultivation,TestPassed,2026-01-06,No,No,0.943,9.43,,31.6494,316.494,,0,0,,0.0491,0.491,,,251126-H230.1_DayStripper Lot 5,,Pre-rolled cigs/joints,1g Pre-Roll,2026-02-18 19:15:38.568605Z,2026-02-18,,02/03/2026,,,,,,,,,,,,,,,,,,,,,SRENE - 1g - Pre-roll - DayStripper,2025-11-26
18383860,1A404030000232A000047369,LEVEL Hashtab - Indica - 4pk - 25mg,active,active,0,8,8,ea,1.36,1.36,10.86,10.90,08542800532746610043,Inventory - Production,Inventory - Production,TestPassed,2025-07-21,No,No,14.749,147.49,,14.749,147.49,,0,0,,0,0,,,NV25HT250716d9I2,,Capsule/Tablet,LEVEL - 4pk,2025-08-20 21:09:42.537552Z,2025-08-20,,,,Indica,,,,,100.28,,,,Hashtab,,,,,,,,,,LEVEL Hashtab - Indica - 4pk - 25mg,2025-05-14
21788798,1A404030000232A000063355,SRENE - 1g Cart - Strawberry Kush Cake,active,active,0,50,50,ea,1.06,2.24,52.78,112.16,08542800532746610043,Inventory - Production,Inventory - Production,TestPassed,2025-12-29,No,No,81.55,815.5,,81.55,815.5,,0.13,1.3,,0.13,1.3,,,P-7.244,,Non-Solvent Based Concentrate (Each),1g Cart,2026-01-14 17:47:13.150649Z,2026-01-14,,,Strawberry Kush Cake,Hybrid,,,,,,,,,,,,,,,,,,,SRENE - 1g Cart - Strawberry Kush Cake,2025-06-17
21788804,1A404030000232A000063361,SRENE - 1g Cart - Strawberry Kush Cake,active,active,0,50,50,ea,1.06,2.24,52.78,112.16,08542800532746610043,Inventory - Production,Inventory - Production,TestPassed,2025-12-29,No,No,81.55,815.5,,81.55,815.5,,0.13,1.3,,0.13,1.3,,,P-7.244,,Non-Solvent Based Concentrate (Each),1g Cart,2026-01-14 17:47:13.150649Z,2026-01-14,,,Strawberry Kush Cake,Hybrid,,,,,,,,,,,,,,,,,,,SRENE - 1g Cart - Strawberry Kush Cake,2025-06-17
21760881,1A404030000232A000063274,LEVEL Protab - Sativa - 2pk - 50mg,active,active,0,20,20,ea,0.50,0.00,10.06,0.00,08542800532746610043,Inventory - Production,Inventory - Production,TestPassed,2025-04-22,No,No,23.333,233.33,,23.333,233.33,,0.05,0.5,,0.05,0.5,,,NV50PT250416D9S,,Capsule/Tablet,LEVEL - 2pk,2026-01-13 20:25:35.154845Z,2026-01-13,,,,Sativa,,,,112,,,,,Protab,,,,,,,,,,LEVEL Protab - Sativa - 2pk - 50mg,
19159446,1A404030000232A000061549,LEVEL Hashtab - Indica - 10pk - 25mg,active,active,0,8,8,ea,3.39,3.39,27.08,27.08,08542800532746610043,Inventory - Production,Inventory - Production,TestPassed,2025-07-21,No,No,14.992,149.92,,14.992,149.92,,0,0,,0,0,,,NV25HT250716d9I1,,Capsule/Tablet,LEVEL - 10pk,2025-09-25 18:49:19.075977Z,2025-09-25,,,,Indica,,,,,,254.9,,,Hashtab,,,,,,,,,,LEVEL Hashtab - Indica - 10pk - 25mg,2025-05-14
18412666,1A404030000232A000047322,LEVEL Hashtab - Sativa - 4pk - 25mg,active,active,0,4,4,ea,1.38,1.39,5.52,5.55,08542800532746610043,Inventory - Production,Inventory - Production,TestPassed,2025-07-21,No,No,13.835,138.35,,13.835,138.35,,0,0,,0,0,,,NV25HT250716d9S2,,Capsule/Tablet,LEVEL - 4pk,2025-08-21 21:21:35.039993Z,2025-08-21,,,,Sativa,,,,,94.08,,,,Hashtab,,,,,,,,,,LEVEL Hashtab - Sativa - 4pk - 25mg,2025-05-14
22518825,1A404030000232A000068090,10mg SRENE Gummy - Hibiscus Elderberry - 10pk,active,active,0,25,25,ea,1.59,1.02,39.67,25.44,08542800532746610043,Inventory - Production,Inventory - Production,TestPassed,2025-11-17,No,No,0.293,2.93,,0.293,2.93,,0.301,3.01,,0.301,3.01,,,P-HEB2,,Infused Edible,10pk Gummy,2026-02-11 18:29:52.113389Z,2026-02-11,,,,,,,9.96,,,99.6,,,,Hibiscus Elderberry 1:1,,,,,,2026-05-13,,,10mg SRENE Gummy - Hibiscus Elderberry - 10pk,2024-09-11
19149765,1A404030000232A000054304,Sleep Tincture,active,active,0,668,668,g,0.36,0.55,239.93,369.95,08542800532746610043,Production,Production,NotSubmitted,2025-10-06,No,No,,,,,,,,,,,,,P-Tin157,,,Non-Solvent Based Concentrate,Tincture - Edibles,2025-09-25 14:56:37.712753Z,2025-09-25,,,,,,,,,,,,,,,,,,,,,,,Sleep Tincture,2025-06-17
22699400,1A4040300002329000048015,SRENE - 1g - Pre-roll - DayStripper,active,active,0,50,50,ea,0.16,0.16,8.00,8.00,17334914845519714402,Inventory - Cultivation,Inventory - Cultivation,TestPassed,2026-01-06,No,No,0.943,9.43,,31.6494,316.494,,0,0,,0.0491,0.491,,,251126-H230.1_DayStripper Lot 5,,Pre-rolled cigs/joints,1g Pre-Roll,2026-02-18 19:15:38.568605Z,2026-02-18,,02/03/2026,,,,,,,,,,,,,,,,,,,,,SRENE - 1g - Pre-roll - DayStripper,2025-11-26
17864116,1A404030000232A000058551,LEVEL Hashtab - Indica - 10pk - 25mg,active,active,0,20,20,ea,3.39,3.40,67.81,67.92,08542800532746610043,Inventory - Production,Inventory - Production,TestPassed,2025-07-21,No,No,14.992,149.92,,14.992,149.92,,0,0,,0,0,,,NV25HT250716d9I1,,Capsule/Tablet,LEVEL - 10pk,2025-07-31 16:00:01.270706Z,2025-07-31,,,,Indica,,,,,,254.9,,,Hashtab,,,,,,,,,,LEVEL Hashtab - Indica - 10pk - 25mg,2025-05-14
21760855,1A404030000232A000063248,LEVEL Protab - Sativa - 2pk - 50mg,active,active,0,20,20,ea,0.50,0.00,10.06,0.00,08542800532746610043,Inventory - Production,Inventory - Production,TestPassed,2025-04-22,No,No,23.333,233.33,,23.333,233.33,,0.05,0.5,,0.05,0.5,,,NV50PT250416D9S,,Capsule/Tablet,LEVEL - 2pk,2026-01-13 20:25:35.154845Z,2026-01-13,,,,Sativa,,,,112,,,,,Protab,,,,,,,,,,LEVEL Protab - Sativa - 2pk - 50mg,
20801586,1A404030000232A000060031,SRENE - 1g AIO Cart - GovernMint Oasis,active,active,0,50,50,ea,2.57,0.20,128.50,10.03,08542800532746610043,Inventory - Production,Inventory - Production,TestPassed,2025-11-10,No,No,78.74,787.4,,79.13,791.3,,0.94,9.4,,0.94,9.4,,,P-7.221,,Non-Solvent Based Concentrate (Each),1g AIO Cart,2025-12-08 22:11:13.309812Z,2025-12-08,,,GovernMint Oasis,Hybrid,,,,,,,,,,,,,,,,,,,SRENE - 1g AIO Cart - GovernMint Oasis,2025-07-29
22511088,1A4040300002329000047712,SRENE - 3.5 grams - Jar - Sin City Funk,active,active,0,87.5,87.5,g,0.09,0.12,8.21,10.21,17334914845519714402,Inventory - Cultivation,Inventory - Cultivation,TestPassed,2026-02-02,No,No,0.299,2.99,,30.342,303.42,,0,0,,0,0,,,251229-H233.4_Sin City Funk Lot 3,,Marijuana Flowers/Buds-Packaged,3.5g Jar,2026-02-11 16:27:22.302280Z,2026-02-11,,02/10/2026,,,,,,,,,,,,,,,,,,,,,SRENE - 3.5 grams - Jar - Sin City Funk,2025-12-29
